session_date,source,sessions,bounce_rate
2025-12-06,aff,25,0.564
2025-12-06,google / cpc,43,0.456
2025-12-06,googleads,42,0.468
2025-12-06,klaviyo,13,0.398
2025-12-06,FB,84,0.454
2025-12-06,adwords,36,0.459
2025-12-06,seo,7,0.315
2025-12-07,Email,3,0.372
2025-12-07,FB,37,0.63
2025-12-07,fb_paid,24,0.531
2025-12-07,email / newsletter,3,0.386
2025-12-07,google / organic,11,0.356
2025-12-07,partner-network,41,0.652
2025-12-07,adwords,171,0.46
2025-12-08,fb_paid,59,0.511
2025-12-08,seo,22,0.389
2025-12-08,email / newsletter,7,0.375
2025-12-08,aff,17,0.617
2025-12-08,partner-network,8,0.667
2025-12-08,email / newsletter,12,0.427
2025-12-08,adwords,46,0.526
2025-12-08,google-ads,38,0.53
2025-12-08,partner-network,7,0.591
2025-12-09,meta / social,61,0.558
2025-12-09,partner-network,14,0.628
2025-12-09,partner-network,13,0.662
2025-12-09,meta / social,49,0.588
2025-12-09,seo,14,0.428
2025-12-09,Email,8,0.475
2025-12-09,partner-network,15,0.565
2025-12-09,google / cpc,100,0.544
2025-12-09,Email,13,0.44
2025-12-10,aff,24,0.619
2025-12-10,FB,34,0.515
2025-12-10,google-ads,31,0.479
2025-12-10,fb_paid,38,0.55
2025-12-10,google / cpc,38,0.401
2025-12-10,Email,18,0.436
2025-12-10,organic,9,0.373
2025-12-10,seo,10,0.407
2025-12-10,adwords,32,0.463
2025-12-11,adwords,30,0.41
2025-12-11,(organic),4,0.345
2025-12-11,partner-network,34,0.65
2025-12-11,fb_paid,80,0.509
2025-12-11,seo,10,0.337
2025-12-11,google / organic,4,0.395
2025-12-11,Email,8,0.464
2025-12-11,google / cpc,37,0.531
2025-12-11,klaviyo,9,0.503
2025-12-12,organic,9,0.522
2025-12-12,klaviyo,7,0.497
2025-12-12,googleads,48,0.453
2025-12-12,fb_paid,44,0.617
2025-12-12,klaviyo,2,0.483
2025-12-12,googleads,45,0.538
2025-12-12,meta / social,48,0.637
2025-12-12,AFFILIATE,28,0.6
2025-12-13,AFFILIATE,5,0.557
2025-12-13,adwords,33,0.507
2025-12-13,google / cpc,35,0.543
2025-12-13,seo,14,0.447
2025-12-13,klaviyo,7,0.406
2025-12-13,adwords,38,0.538
2025-12-13,facebook / paid,52,0.5
2025-12-13,AFFILIATE,5,0.602
2025-12-13,partner-network,6,0.662
2025-12-13,email / newsletter,5,0.36
2025-12-14,adwords,51,0.395
2025-12-14,Email,20,0.399
2025-12-14,google / organic,7,0.438
2025-12-14,googleads,51,0.47
2025-12-14,(organic),9,0.395
2025-12-14,aff,23,0.589
2025-12-14,(organic),5,0.438
2025-12-14,meta / social,47,0.519
2025-12-14,fb_paid,44,0.547
2025-12-15,organic,6,0.365
2025-12-15,partner-network,7,0.634
2025-12-15,meta / social,25,0.649
2025-12-15,fb_paid,22,0.613
2025-12-15,Email,4,0.471
2025-12-15,organic,7,0.371
2025-12-15,Email,4,0.39
2025-12-15,google-ads,50,0.518
2025-12-15,(organic),3,0.443
2025-12-15,googleads,58,0.484
2025-12-15,Email,1,0.505
2025-12-15,facebook / paid,29,0.561
2025-12-15,AFFILIATE,10,0.652
2025-12-16,fb_paid,42,0.592
2025-12-16,partner-network,14,0.726
2025-12-16,partner-network,19,0.608
2025-12-16,email-campaign,27,0.522
2025-12-16,google / cpc,65,0.399
2025-12-16,seo,9,0.488
2025-12-16,seo,6,0.348
2025-12-16,fb_paid,39,0.653
2025-12-16,googleads,64,0.443
2025-12-16,FB,36,0.606
2025-12-16,(organic),8,0.405
2025-12-17,klaviyo,12,0.502
2025-12-17,partner-network,16,0.618
2025-12-17,email-campaign,12,0.34
2025-12-17,googleads,70,0.51
2025-12-17,organic,8,0.398
2025-12-17,googleads,53,0.297
2025-12-17,FB,44,0.638
2025-12-17,google / organic,5,0.362
2025-12-17,meta / social,43,0.596
2025-12-17,partner-network,6,0.72
2025-12-18,meta / social,54,0.581
2025-12-18,aff,19,0.648
2025-12-18,(organic),5,0.396
2025-12-18,organic,4,0.476
2025-12-18,affiliate / partner,12,0.571
2025-12-18,googleads,56,0.443
2025-12-18,google / organic,5,0.398
2025-12-18,klaviyo,11,0.472
2025-12-18,adwords,51,0.477
2025-12-19,FB,29,0.699
2025-12-19,email-campaign,6,0.448
2025-12-19,(organic),4,0.434
2025-12-19,affiliate / partner,19,0.587
2025-12-19,facebook / paid,38,0.609
2025-12-19,meta / social,37,0.682
2025-12-19,email-campaign,4,0.414
2025-12-19,google / organic,5,0.374
2025-12-19,adwords,128,0.466
2025-12-20,klaviyo,12,0.423
2025-12-20,aff,7,0.603
2025-12-20,googleads,31,0.479
2025-12-20,klaviyo,10,0.372
2025-12-20,google-ads,26,0.526
2025-12-20,meta / social,24,0.591
2025-12-20,FB,24,0.595
2025-12-20,affiliate / partner,8,0.57
2025-12-20,seo,19,0.404
2025-12-20,aff,10,0.682
2025-12-20,meta / social,28,0.56
2025-12-20,google / cpc,21,0.448
2025-12-21,(organic),5,0.428
2025-12-21,google / cpc,44,0.466
2025-12-21,email / newsletter,11,0.47
2025-12-21,AFFILIATE,24,0.651
2025-12-21,facebook / paid,40,0.568
2025-12-21,googleads,53,0.525
2025-12-21,google / cpc,44,0.391
2025-12-21,facebook / paid,40,0.595
2025-12-21,email / newsletter,9,0.47
2025-12-21,organic,5,0.384
2025-12-21,affiliate / partner,12,0.555
2025-12-22,FB,39,0.567
2025-12-22,(organic),25,0.475
2025-12-22,fb_paid,33,0.616
2025-12-22,AFFILIATE,21,0.606
2025-12-22,AFFILIATE,13,0.717
2025-12-22,google / cpc,74,0.475
2025-12-22,email-campaign,12,0.346
2025-12-22,adwords,70,0.422
2025-12-22,email / newsletter,13,0.415
2025-12-23,email-campaign,8,0.477
2025-12-23,organic,12,0.457
2025-12-23,adwords,57,0.441
2025-12-23,Email,8,0.359
2025-12-23,google / organic,10,0.481
2025-12-23,AFFILIATE,13,0.653
2025-12-23,klaviyo,6,0.369
2025-12-23,FB,64,0.596
2025-12-23,aff,21,0.788
2025-12-23,google / cpc,43,0.493
2025-12-24,partner-network,4,0.627
2025-12-24,seo,6,0.328
2025-12-24,email / newsletter,11,0.443
2025-12-24,AFFILIATE,11,0.592
2025-12-24,meta / social,36,0.579
2025-12-24,google / cpc,97,0.392
2025-12-24,google / organic,8,0.387
2025-12-24,email-campaign,7,0.502
2025-12-24,partner-network,8,0.641
2025-12-24,meta / social,46,0.599
2025-12-25,(organic),18,0.278
2025-12-25,adwords,140,0.467
2025-12-25,email-campaign,5,0.414
2025-12-25,meta / social,46,0.638
2025-12-25,AFFILIATE,27,0.516
2025-12-25,email-campaign,9,0.37
2025-12-25,meta / social,32,0.578
2025-12-26,meta / social,28,0.675
2025-12-26,meta / social,22,0.618
2025-12-26,email-campaign,8,0.458
2025-12-26,partner-network,6,0.653
2025-12-26,email / newsletter,14,0.467
2025-12-26,google / organic,6,0.446
2025-12-26,google / cpc,107,0.387
2025-12-26,affiliate / partner,12,0.649
2025-12-26,seo,3,0.381
2025-12-26,fb_paid,25,0.583
2025-12-27,affiliate / partner,5,0.551
2025-12-27,fb_paid,36,0.522
2025-12-27,google-ads,100,0.384
2025-12-27,email / newsletter,5,0.376
2025-12-27,partner-network,13,0.622
2025-12-27,aff,9,0.754
2025-12-27,meta / social,36,0.538
2025-12-27,organic,9,0.451
2025-12-27,Email,9,0.391
2025-12-28,seo,6,0.487
2025-12-28,partner-network,12,0.588
2025-12-28,aff,15,0.59
2025-12-28,facebook / paid,37,0.569
2025-12-28,email / newsletter,29,0.393
2025-12-28,organic,6,0.435
2025-12-28,adwords,160,0.649
2025-12-28,fb_paid,44,0.653
2025-12-29,googleads,46,0.463
2025-12-29,Email,3,0.502
2025-12-29,Email,6,0.34
2025-12-29,AFFILIATE,17,0.56
2025-12-29,organic,4,0.459
2025-12-29,email-campaign,3,0.387
2025-12-29,seo,3,0.375
2025-12-29,google / organic,6,0.449
2025-12-29,fb_paid,97,0.547
2025-12-29,affiliate / partner,9,0.656
2025-12-29,affiliate / partner,9,0.548
2025-12-29,adwords,49,0.47
2025-12-30,fb_paid,98,0.611
2025-12-30,organic,5,0.357
2025-12-30,aff,11,0.642
2025-12-30,email-campaign,20,0.406
2025-12-30,google-ads,51,0.597
2025-12-30,(organic),11,0.346
2025-12-30,adwords,49,0.411
2025-12-30,aff,11,0.549
2025-12-31,google-ads,31,0.569
2025-12-31,adwords,40,0.489
2025-12-31,email / newsletter,27,0.415
2025-12-31,google / organic,9,0.361
2025-12-31,partner-network,14,0.676
2025-12-31,meta / social,106,0.467
2025-12-31,googleads,23,0.406
2025-12-31,seo,10,0.361
2025-12-31,aff,10,0.622
2026-01-01,adwords,69,0.392
2026-01-01,meta / social,79,0.554
2026-01-01,email-campaign,8,0.463
2026-01-01,(organic),6,0.43
2026-01-01,aff,24,0.595
2026-01-02,affiliate / partner,6,0.563
2026-01-02,affiliate / partner,6,0.566
2026-01-02,FB,33,0.567
2026-01-02,email / newsletter,3,0.438
2026-01-02,organic,3,0.283
2026-01-02,(organic),8,0.375
2026-01-02,googleads,67,0.356
2026-01-02,klaviyo,3,0.462
2026-01-02,FB,42,0.612
2026-01-02,email / newsletter,1,0.462
2026-01-03,AFFILIATE,5,0.683
2026-01-03,email / newsletter,3,0.492
2026-01-03,facebook / paid,69,0.52
2026-01-03,AFFILIATE,7,0.613
2026-01-03,email / newsletter,2,0.455
2026-01-03,aff,7,0.678
2026-01-03,organic,10,0.404
2026-01-03,adwords,65,0.457
2026-01-04,klaviyo,9,0.353
2026-01-04,AFFILIATE,3,0.656
2026-01-04,AFFILIATE,2,0.567
2026-01-04,googleads,56,0.365
2026-01-04,(organic),3,0.393
2026-01-04,FB,18,0.654
2026-01-04,affiliate / partner,5,0.708
2026-01-04,facebook / paid,23,0.539
2026-01-05,AFFILIATE,3,0.666
2026-01-05,googleads,24,0.599
2026-01-05,googleads,27,0.539
2026-01-05,AFFILIATE,4,0.581
2026-01-05,meta / social,29,0.542
2026-01-05,facebook / paid,31,0.619
2026-01-05,google / organic,8,0.408
2026-01-05,googleads,15,0.441
2026-01-05,email-campaign,11,0.488
2026-01-05,affiliate / partner,4,0.582
2026-01-06,google-ads,30,0.465
2026-01-06,google-ads,28,0.449
2026-01-06,Email,14,0.509
2026-01-06,fb_paid,29,0.549
2026-01-06,AFFILIATE,3,0.625
2026-01-06,google / organic,6,0.365
2026-01-06,meta / social,37,0.462
2026-01-06,partner-network,10,0.577
2026-01-06,google / organic,6,0.433
2026-01-07,adwords,64,0.453
2026-01-07,klaviyo,13,0.373
2026-01-07,facebook / paid,20,0.559
2026-01-07,organic,5,0.389
2026-01-07,seo,10,0.49
2026-01-07,partner-network,23,0.562
2026-01-07,fb_paid,12,0.51
2026-01-08,googleads,32,0.427
2026-01-08,partner-network,7,0.607
2026-01-08,facebook / paid,18,0.616
2026-01-08,fb_paid,16,0.628
2026-01-08,google / organic,11,0.41
2026-01-08,google / cpc,27,0.46
2026-01-08,FB,14,0.55
2026-01-08,Email,4,0.334
2026-01-08,affiliate / partner,4,0.686
2026-01-09,fb_paid,19,0.622
2026-01-09,google-ads,52,0.429
2026-01-09,(organic),6,0.354
2026-01-09,FB,29,0.524
2026-01-09,facebook / paid,32,0.606
2026-01-09,affiliate / partner,12,0.618
2026-01-10,FB,14,0.622
2026-01-10,organic,2,0.38
2026-01-10,facebook / paid,12,0.675
2026-01-10,google / cpc,12,0.458
2026-01-10,(organic),2,0.37
2026-01-10,email-campaign,2,0.352
2026-01-10,AFFILIATE,21,0.574
2026-01-10,googleads,27,0.448
2026-01-10,(organic),1,0.341
2026-01-10,Email,4,0.514
2026-01-10,fb_paid,10,0.585
2026-01-11,aff,8,0.693
2026-01-11,Email,4,0.456
2026-01-11,email-campaign,2,0.428
2026-01-11,adwords,41,0.266
2026-01-11,email / newsletter,3,0.509
2026-01-11,FB,21,0.568
2026-01-11,FB,24,0.644
2026-01-11,adwords,31,0.398
2026-01-11,partner-network,4,0.644
2026-01-11,seo,14,0.485
2026-01-12,meta / social,33,0.501
2026-01-12,seo,4,0.358
2026-01-12,email-campaign,8,0.306
2026-01-12,fb_paid,24,0.583
2026-01-12,adwords,33,0.49
2026-01-12,seo,6,0.442
2026-01-12,google / cpc,37,0.481
2026-01-12,AFFILIATE,18,0.637
2026-01-13,klaviyo,13,0.474
2026-01-13,fb_paid,16,0.561
2026-01-13,(organic),1,0.335
2026-01-13,aff,12,0.75
2026-01-13,facebook / paid,21,0.496
2026-01-13,facebook / paid,19,0.539
2026-01-13,seo,6,0.375
2026-01-13,googleads,29,0.38
2026-01-13,AFFILIATE,12,0.584
2026-01-13,adwords,26,0.471
2026-01-14,klaviyo,1,0.527
2026-01-14,email-campaign,4,0.345
2026-01-14,affiliate / partner,4,0.675
2026-01-14,FB,26,0.566
2026-01-14,aff,11,0.554
2026-01-14,seo,1,0.414
2026-01-14,klaviyo,2,0.523
2026-01-14,FB,30,0.541
2026-01-14,affiliate / partner,5,0.676
2026-01-14,google-ads,51,0.509
2026-01-14,organic,2,0.431
2026-01-15,adwords,31,0.41
2026-01-15,meta / social,16,0.626
2026-01-15,email / newsletter,2,0.347
2026-01-15,aff,3,0.656
2026-01-15,organic,5,0.551
2026-01-15,facebook / paid,27,0.59
2026-01-15,(organic),4,0.446
2026-01-15,email / newsletter,1,0.341
2026-01-15,adwords,41,0.528
2026-01-15,seo,5,0.436
2026-01-15,partner-network,2,0.689
2026-01-15,aff,6,0.627
2026-01-16,organic,11,0.45
2026-01-16,adwords,46,0.42
2026-01-16,FB,44,0.539
2026-01-16,email / newsletter,11,0.399
2026-01-16,aff,17,0.621
2026-01-17,Email,6,0.425
2026-01-17,google / organic,2,0.302
2026-01-17,fb_paid,10,0.619
2026-01-17,aff,20,0.651
2026-01-17,Email,1,0.458
2026-01-17,google / organic,4,0.453
2026-01-17,(organic),1,0.304
2026-01-17,google / cpc,40,0.523
2026-01-17,google / cpc,40,0.518
2026-01-17,fb_paid,13,0.547
2026-01-17,FB,18,0.527
2026-01-18,adwords,43,0.461
2026-01-18,googleads,31,0.422
2026-01-18,partner-network,25,0.635
2026-01-18,Email,7,0.36
2026-01-18,facebook / paid,30,0.651
2026-01-18,FB,21,0.519
2026-01-18,klaviyo,5,0.319
2026-01-18,organic,8,0.437
2026-01-19,organic,3,0.326
2026-01-19,adwords,34,0.546
2026-01-19,google / organic,3,0.398
2026-01-19,fb_paid,26,0.631
2026-01-19,partner-network,14,0.618
2026-01-19,email-campaign,4,0.363
2026-01-19,(organic),2,0.498
2026-01-19,facebook / paid,25,0.644
2026-01-19,google / cpc,31,0.513
2026-01-19,AFFILIATE,12,0.664
2026-01-19,email-campaign,6,0.415
2026-01-20,AFFILIATE,7,0.585
2026-01-20,google / organic,2,0.324
2026-01-20,aff,12,0.56
2026-01-20,organic,3,0.392
2026-01-20,klaviyo,3,0.269
2026-01-20,klaviyo,2,0.417
2026-01-20,googleads,20,0.533
2026-01-20,seo,2,0.457
2026-01-20,adwords,10,0.389
2026-01-20,google-ads,20,0.519
2026-01-20,fb_paid,58,0.543
2026-01-21,facebook / paid,27,0.532
2026-01-21,email-campaign,10,0.46
2026-01-21,FB,20,0.561
2026-01-21,partner-network,4,0.592
2026-01-21,FB,17,0.648
2026-01-21,(organic),16,0.321
2026-01-21,googleads,32,0.391
2026-01-21,partner-network,4,0.555
2026-01-21,google-ads,23,0.46
2026-01-21,partner-network,3,0.666
2026-01-22,meta / social,18,0.513
2026-01-22,AFFILIATE,10,0.546
2026-01-22,AFFILIATE,13,0.637
2026-01-22,seo,2,0.407
2026-01-22,meta / social,13,0.662
2026-01-22,klaviyo,5,0.342
2026-01-22,email / newsletter,6,0.399
2026-01-22,google / organic,4,0.44
2026-01-22,google / cpc,65,0.541
2026-01-22,organic,2,0.482
2026-01-23,google-ads,32,0.39
2026-01-23,AFFILIATE,12,0.54
2026-01-23,FB,26,0.567
2026-01-23,email / newsletter,3,0.42
2026-01-23,aff,6,0.619
2026-01-23,seo,3,0.445
2026-01-23,google-ads,23,0.45
2026-01-23,email-campaign,5,0.431
2026-01-23,(organic),1,0.404
2026-01-23,FB,26,0.562
2026-01-24,FB,54,0.592
2026-01-24,Email,5,0.561
2026-01-24,affiliate / partner,4,0.655
2026-01-24,google-ads,45,0.381
2026-01-24,klaviyo,5,0.369
2026-01-24,partner-network,6,0.536
2026-01-24,(organic),13,0.366
2026-01-25,aff,4,0.56
2026-01-25,google / cpc,36,0.502
2026-01-25,seo,7,0.377
2026-01-25,Email,1,0.391
2026-01-25,aff,7,0.704
2026-01-25,google / cpc,30,0.398
2026-01-25,fb_paid,36,0.688
2026-01-25,fb_paid,27,0.594
2026-01-26,AFFILIATE,18,0.613
2026-01-26,organic,7,0.407
2026-01-26,klaviyo,12,0.432
2026-01-26,seo,5,0.358
2026-01-26,google / cpc,61,0.43
2026-01-26,google / organic,2,0.416
2026-01-26,fb_paid,56,0.635
2026-01-27,meta / social,22,0.556
2026-01-27,aff,19,0.628
2026-01-27,organic,4,0.481
2026-01-27,meta / social,31,0.616
2026-01-27,seo,7,0.416
2026-01-27,google / cpc,14,0.486
2026-01-27,google-ads,23,0.542
2026-01-27,klaviyo,9,0.49
2026-01-28,google-ads,21,0.482
2026-01-28,affiliate / partner,3,0.631
2026-01-28,(organic),4,0.432
2026-01-28,email-campaign,6,0.48
2026-01-28,adwords,24,0.528
2026-01-28,AFFILIATE,6,0.629
2026-01-28,email / newsletter,3,0.445
2026-01-28,FB,13,0.639
2026-01-28,meta / social,27,0.59
2026-01-28,organic,3,0.37
2026-01-28,affiliate / partner,2,0.603
2026-01-29,seo,4,0.387
2026-01-29,seo,5,0.417
2026-01-29,affiliate / partner,2,0.636
2026-01-29,email / newsletter,4,0.408
2026-01-29,facebook / paid,16,0.613
2026-01-29,meta / social,11,0.484
2026-01-29,fb_paid,12,0.532
2026-01-29,google / organic,6,0.327
2026-01-29,googleads,60,0.513
2026-01-29,AFFILIATE,6,0.63
2026-01-29,aff,4,0.732
2026-01-29,email-campaign,4,0.454
2026-01-30,partner-network,3,0.571
2026-01-30,email / newsletter,3,0.457
2026-01-30,facebook / paid,22,0.543
2026-01-30,seo,1,0.293
2026-01-30,google / cpc,20,0.471
2026-01-30,(organic),4,0.322
2026-01-30,klaviyo,5,0.371
2026-01-30,meta / social,30,0.55
2026-01-30,partner-network,6,0.6
2026-01-30,google-ads,17,0.474
2026-01-31,klaviyo,6,0.403
2026-01-31,google / cpc,27,0.451
2026-01-31,meta / social,17,0.606
2026-01-31,Email,3,0.345
2026-01-31,(organic),10,0.457
2026-01-31,google-ads,27,0.403
2026-01-31,aff,7,0.712
2026-01-31,meta / social,18,0.447
2026-01-31,FB,16,0.597
2026-01-31,aff,3,0.685
2026-02-01,(organic),9,0.427
2026-02-01,klaviyo,10,0.333
2026-02-01,google-ads,42,0.36
2026-02-01,(organic),10,0.288
2026-02-01,email-campaign,11,0.46
2026-02-01,meta / social,37,0.577
2026-02-01,AFFILIATE,17,0.686
2026-02-01,adwords,28,0.49
2026-02-01,meta / social,41,0.499
2026-02-02,Email,1,0.432
2026-02-02,google / organic,4,0.411
2026-02-02,fb_paid,20,0.541
2026-02-02,google-ads,66,0.46
2026-02-02,meta / social,25,0.7
2026-02-02,fb_paid,26,0.648
2026-02-02,affiliate / partner,8,0.602
2026-02-02,partner-network,7,0.567
2026-02-02,email / newsletter,6,0.389
2026-02-02,seo,4,0.444
2026-02-03,google-ads,78,0.455
2026-02-03,seo,7,0.423
2026-02-03,FB,28,0.612
2026-02-03,facebook / paid,33,0.513
2026-02-03,email / newsletter,5,0.433
2026-02-03,affiliate / partner,10,0.681
2026-02-03,(organic),4,0.372
2026-02-03,affiliate / partner,14,0.694
2026-02-04,google / organic,11,0.408
2026-02-04,email-campaign,7,0.445
2026-02-04,email / newsletter,7,0.437
2026-02-04,meta / social,45,0.585
2026-02-04,google / cpc,28,0.468
2026-02-04,adwords,32,0.521
2026-02-04,partner-network,10,0.714
2026-02-04,FB,39,0.492
2026-02-04,adwords,29,0.662
2026-02-05,google-ads,43,0.469
2026-02-05,Email,5,0.491
2026-02-05,AFFILIATE,14,0.602
2026-02-05,Email,7,0.453
2026-02-05,organic,6,0.484
2026-02-05,aff,7,0.59
2026-02-05,fb_paid,37,0.552
2026-02-05,seo,4,0.429
2026-02-05,google / cpc,36,0.511
2026-02-06,google-ads,69,0.446
2026-02-06,email-campaign,1,0.408
2026-02-06,AFFILIATE,7,0.683
2026-02-06,email / newsletter,3,0.328
2026-02-06,affiliate / partner,5,0.652
2026-02-06,meta / social,47,0.708
2026-02-06,seo,5,0.421
2026-02-06,organic,4,0.362
2026-02-07,email / newsletter,5,0.39
2026-02-07,google-ads,82,0.478
2026-02-07,email / newsletter,10,0.38
2026-02-07,seo,9,0.505
2026-02-07,fb_paid,22,0.539
2026-02-07,google / organic,3,0.467
2026-02-07,affiliate / partner,19,0.695
2026-02-07,fb_paid,16,0.641
2026-02-08,aff,7,0.564
2026-02-08,google / cpc,41,0.47
2026-02-08,seo,4,0.483
2026-02-08,meta / social,39,0.588
2026-02-08,facebook / paid,48,0.522
2026-02-08,affiliate / partner,5,0.598
2026-02-08,adwords,25,0.468
2026-02-08,email-campaign,19,0.461
2026-02-09,fb_paid,23,0.572
2026-02-09,AFFILIATE,7,0.661
2026-02-09,aff,11,0.558
2026-02-09,facebook / paid,43,0.677
2026-02-09,google / cpc,53,0.6
2026-02-09,google / organic,7,0.349
2026-02-09,googleads,40,0.519
2026-02-09,aff,5,0.688
2026-02-09,email / newsletter,6,0.33
2026-02-09,klaviyo,8,0.392
2026-02-10,google / organic,6,0.44
2026-02-10,AFFILIATE,16,0.527
2026-02-10,facebook / paid,17,0.583
2026-02-10,organic,6,0.508
2026-02-10,meta / social,13,0.573
2026-02-10,googleads,50,0.485
2026-02-10,klaviyo,13,0.504
2026-02-10,facebook / paid,17,0.651
2026-02-10,google / organic,4,0.383
2026-02-11,(organic),7,0.331
2026-02-11,googleads,25,0.396
2026-02-11,AFFILIATE,10,0.648
2026-02-11,meta / social,28,0.601
2026-02-11,google / cpc,20,0.363
2026-02-11,(organic),7,0.456
2026-02-11,meta / social,33,0.584
2026-02-11,affiliate / partner,8,0.735
2026-02-11,email-campaign,11,0.438
2026-02-11,googleads,29,0.45
2026-02-12,aff,4,0.522
2026-02-12,googleads,98,0.414
2026-02-12,klaviyo,9,0.409
2026-02-12,fb_paid,64,0.501
2026-02-12,(organic),12,0.348
2026-02-12,google / organic,3,0.312
2026-02-12,aff,6,0.739
2026-02-13,klaviyo,8,0.337
2026-02-13,AFFILIATE,11,0.608
2026-02-13,klaviyo,2,0.492
2026-02-13,adwords,26,0.545
2026-02-13,facebook / paid,47,0.6
2026-02-13,google / cpc,18,0.473
2026-02-13,google / cpc,22,0.419
2026-02-13,organic,10,0.337
2026-02-13,email / newsletter,3,0.411
2026-02-14,google / organic,4,0.39
2026-02-14,(organic),1,0.416
2026-02-14,aff,5,0.645
2026-02-14,FB,26,0.649
2026-02-14,facebook / paid,30,0.684
2026-02-14,partner-network,6,0.69
2026-02-14,klaviyo,10,0.375
2026-02-14,google-ads,28,0.477
2026-02-14,googleads,27,0.523
2026-02-15,meta / social,64,0.552
2026-02-15,aff,7,0.586
2026-02-15,aff,4,0.643
2026-02-15,affiliate / partner,9,0.732
2026-02-15,google-ads,45,0.532
2026-02-15,(organic),6,0.463
2026-02-15,email / newsletter,12,0.538
2026-02-16,meta / social,27,0.523
2026-02-16,affiliate / partner,9,0.676
2026-02-16,email / newsletter,9,0.424
2026-02-16,adwords,28,0.583
2026-02-16,AFFILIATE,8,0.653
2026-02-16,FB,33,0.58
2026-02-16,google / organic,5,0.532
2026-02-16,google / cpc,22,0.403
2026-02-16,adwords,30,0.568
2026-02-16,(organic),5,0.421
2026-02-17,email-campaign,2,0.371
2026-02-17,fb_paid,35,0.547
2026-02-17,(organic),9,0.504
2026-02-17,email-campaign,2,0.513
2026-02-17,FB,26,0.655
2026-02-17,Email,8,0.451
2026-02-17,AFFILIATE,24,0.629
2026-02-17,google / cpc,84,0.433
2026-02-18,klaviyo,2,0.417
2026-02-18,google-ads,31,0.401
2026-02-18,meta / social,28,0.557
2026-02-18,google / organic,2,0.514
2026-02-18,FB,29,0.549
2026-02-18,organic,2,0.406
2026-02-18,adwords,27,0.487
2026-02-18,klaviyo,6,0.484
2026-02-18,googleads,33,0.559
2026-02-18,klaviyo,10,0.454
2026-02-18,partner-network,20,0.59
2026-02-18,organic,4,0.318
2026-02-19,aff,9,0.583
2026-02-19,organic,12,0.488
2026-02-19,meta / social,65,0.557
2026-02-19,adwords,35,0.505
2026-02-19,google-ads,36,0.533
2026-02-19,email-campaign,6,0.422
2026-02-19,Email,4,0.406
2026-02-20,email / newsletter,11,0.44
2026-02-20,google / organic,6,0.38
2026-02-20,adwords,35,0.424
2026-02-20,AFFILIATE,12,0.634
2026-02-20,seo,6,0.439
2026-02-20,googleads,41,0.372
2026-02-20,meta / social,63,0.503
2026-02-21,email-campaign,4,0.416
2026-02-21,fb_paid,48,0.598
2026-02-21,Email,1,0.453
2026-02-21,aff,18,0.582
2026-02-21,adwords,20,0.502
2026-02-21,google / organic,2,0.485
2026-02-21,organic,1,0.491
2026-02-21,google-ads,25,0.468
2026-02-21,seo,2,0.408
2026-02-22,klaviyo,1,0.399
2026-02-22,aff,6,0.613
2026-02-22,adwords,44,0.465
2026-02-22,google-ads,41,0.552
2026-02-22,affiliate / partner,4,0.582
2026-02-22,organic,6,0.48
2026-02-22,google / organic,5,0.427
2026-02-22,email-campaign,5,0.423
2026-02-22,facebook / paid,27,0.682
2026-02-22,Email,3,0.453
2026-02-22,facebook / paid,29,0.557
2026-02-23,adwords,23,0.375
2026-02-23,aff,12,0.577
2026-02-23,(organic),5,0.376
2026-02-23,seo,6,0.38
2026-02-23,fb_paid,38,0.581
2026-02-23,googleads,22,0.511
2026-02-23,Email,10,0.449
2026-02-23,meta / social,24,0.671
2026-02-24,FB,23,0.533
2026-02-24,adwords,35,0.457
2026-02-24,google / cpc,44,0.547
2026-02-24,google / organic,10,0.43
2026-02-24,klaviyo,8,0.443
2026-02-24,email / newsletter,6,0.453
2026-02-24,partner-network,15,0.566
2026-02-24,FB,23,0.534
2026-02-25,organic,10,0.459
2026-02-25,partner-network,10,0.605
2026-02-25,google-ads,94,0.418
2026-02-25,klaviyo,13,0.416
2026-02-25,partner-network,6,0.59
2026-02-25,meta / social,65,0.562
2026-02-26,googleads,77,0.522
2026-02-26,facebook / paid,48,0.533
2026-02-26,seo,9,0.463
2026-02-26,AFFILIATE,17,0.702
2026-02-26,email-campaign,10,0.375
2026-02-27,email-campaign,1,0.461
2026-02-27,partner-network,5,0.665
2026-02-27,googleads,36,0.501
2026-02-27,email / newsletter,2,0.512
2026-02-27,AFFILIATE,9,0.536
2026-02-27,email-campaign,2,0.464
2026-02-27,google / organic,11,0.486
2026-02-27,google-ads,35,0.475
2026-02-27,facebook / paid,33,0.602
2026-02-28,seo,8,0.466
2026-02-28,AFFILIATE,21,0.588
2026-02-28,klaviyo,9,0.446
2026-02-28,FB,22,0.615
2026-02-28,(organic),3,0.312
2026-02-28,facebook / paid,19,0.56
2026-02-28,googleads,70,0.461
2026-02-28,facebook / paid,30,0.478
2026-03-01,email-campaign,3,0.434
2026-03-01,organic,5,0.412
2026-03-01,email-campaign,8,0.481
2026-03-01,seo,11,0.531
2026-03-01,email-campaign,4,0.418
2026-03-01,google-ads,118,0.503
2026-03-01,aff,5,0.657
2026-03-01,AFFILIATE,6,0.639
2026-03-01,facebook / paid,29,0.595
2026-03-01,meta / social,25,0.572
2026-03-02,googleads,34,0.583
